,Gender,12percentage,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,Salary
1205,0,64.0,2,0,13,70.0,23,250000
1206,0,89.0,2,0,3,74.0,21,280000
1207,1,97.4,2,0,8,68.8,21,425000
1208,1,70.67,2,0,4,63.0,14,300000
1209,1,55.0,2,0,3,65.8,23,335000
1210,1,65.2,2,0,8,64.34,23,300000
1211,1,72.4,2,3,2,77.43,0,500000
1212,1,70.0,2,0,4,75.3,24,280000
1213,1,75.66,2,0,8,77.01,11,335000
1214,0,88.0,2,0,13,72.3,23,200000
1215,1,64.5,2,0,13,70.3,20,305000
1216,1,85.8,2,0,4,71.45,23,480000
1217,0,65.0,2,3,2,64.0,23,120000
1218,1,78.0,2,0,4,72.0,23,305000
1219,1,85.0,2,0,8,65.6,23,330000
1220,1,76.5,2,0,15,65.9,11,100000
1221,1,80.0,2,0,9,69.29,23,305000
1222,1,77.0,2,0,9,67.0,20,225000
1223,1,79.5,2,0,4,90.0,16,325000
1224,1,75.6,2,0,13,68.88,23,555000
1225,1,62.0,2,0,13,69.5,13,210000
1226,1,76.0,2,0,8,81.4,24,450000
1227,1,89.8,2,0,9,80.6,10,315000
1228,1,90.0,2,0,8,75.0,20,325000
1229,1,72.8,2,0,9,73.03,20,225000
1230,1,89.2,2,0,8,75.0,20,310000
1231,1,88.5,2,0,5,73.0,0,200000
1232,1,55.54,2,0,3,72.39,11,350000
1233,0,91.0,2,0,4,82.3,11,305000
1234,1,65.0,2,0,13,61.0,24,110000
1235,1,61.2,2,0,3,66.3,13,415000
1236,1,89.91,2,0,13,80.01,20,325000
1237,1,91.9,2,0,13,62.0,0,290000
1238,1,82.4,2,0,15,73.0,7,245000
1239,0,79.4,2,0,3,80.0,13,360000
1240,0,62.2,2,0,3,76.3,23,325000
1241,0,89.4,1,0,4,80.6,18,300000
1242,1,79.0,2,0,3,73.0,11,415000
1243,1,58.2,2,0,4,66.7,7,280000
1244,1,65.0,2,0,5,65.24,11,200000
1245,1,70.04,2,0,13,76.0,16,325000
1246,0,73.0,2,0,4,68.0,16,180000
1247,0,88.0,2,0,8,73.0,0,480000
1248,0,67.3,2,0,8,71.08,23,180000
1249,1,60.0,2,0,8,72.0,25,165000
1250,1,49.0,2,0,12,60.96,11,120000
1251,0,84.0,2,0,4,75.6,24,325000
1252,1,86.8,2,0,3,68.52,18,360000
1253,1,82.4,2,0,3,72.68,7,265000
1254,0,92.3,2,0,7,81.0,16,300000
1255,1,67.0,2,0,12,65.0,11,240000
1256,1,67.0,2,0,10,63.2,23,300000
1257,1,61.0,2,0,13,62.0,18,200000
1258,1,54.0,2,3,2,82.0,4,180000
1259,1,60.2,2,0,13,68.5,23,405000
1260,1,74.0,2,0,5,76.1,25,170000
1261,1,88.0,2,0,5,74.96,7,565000
1262,1,75.0,2,0,13,79.0,20,540000
1263,1,82.2,2,0,4,72.4,20,420000
1264,1,87.3,2,0,9,71.67,0,500000
1265,0,53.6,2,3,2,76.5,11,180000
1266,0,91.7,2,0,8,69.3,0,145000
1267,0,73.0,2,0,4,75.0,18,100000
1268,1,83.3,2,0,8,76.6,20,110000
1269,1,88.0,1,0,16,76.26,4,325000
1270,0,82.0,2,0,3,73.5,13,375000
1271,0,53.0,2,3,2,69.0,21,1200000
1272,1,93.0,2,0,3,79.56,24,515000
1273,0,87.0,2,0,4,80.3,23,60000
1274,1,74.0,2,0,8,65.0,21,150000
1275,1,60.2,2,0,4,72.0,17,450000
1276,1,54.5,2,0,3,57.0,15,175000
1277,1,65.6,2,0,13,63.5,23,150000
1278,1,89.08,2,0,3,80.27,20,415000
1279,0,93.8,1,0,3,74.1,21,270000
1280,0,74.3,2,0,8,79.0,16,325000
1281,0,64.0,2,0,4,68.0,4,240000
1282,0,78.88,2,0,7,60.68,14,100000
1283,0,55.66,2,0,8,67.76,11,475000
1284,1,66.0,2,3,2,70.0,13,680000
1285,0,71.4,2,0,16,82.5,25,175000
1286,1,87.4,2,0,7,90.0,16,325000
1287,1,73.69,2,0,8,64.53,18,150000
1288,1,94.1,2,0,8,73.2,21,140000
1289,1,64.0,2,0,8,70.0,23,315000
1290,1,71.9,2,0,15,72.0,0,335000
1291,1,59.0,2,0,8,69.76,23,150000
1292,1,68.55,2,0,15,79.75,20,240000
1293,1,77.0,2,0,8,68.64,23,250000
1294,0,94.1,2,0,8,83.45,21,180000
1295,0,95.0,2,0,8,78.6,21,100000
1296,1,53.0,2,3,2,76.0,23,245000
1297,1,62.8,2,0,13,70.0,24,420000
1298,1,68.33,2,0,3,62.0,14,325000
1299,1,76.0,2,0,13,70.25,13,220000
1300,0,86.4,2,0,3,77.7,23,500000
1301,1,58.4,2,0,13,73.0,23,140000
1302,0,50.0,2,0,3,61.0,11,300000
1303,1,76.0,2,0,8,58.21,11,105000
1304,0,64.7,2,0,13,73.0,23,265000
1305,1,69.0,2,0,4,67.2,8,225000
1306,1,56.12,2,0,8,74.6,25,70000
1307,1,77.4,2,0,3,62.4,23,2000000
1308,1,66.0,2,0,8,68.74,23,200000
1309,1,94.0,2,0,4,80.0,21,450000
1310,0,78.0,2,0,4,71.5,14,95000
1311,1,82.5,2,0,3,62.0,14,400000
1312,1,80.2,2,0,4,77.04,17,300000
1313,1,96.25,2,0,8,88.88,20,450000
1314,0,93.6,2,0,8,78.3,0,325000
1315,1,74.2,2,0,6,63.8,14,240000
1316,1,67.5,2,0,4,61.43,14,120000
1317,0,72.3,2,0,16,63.4,7,145000
1318,1,56.0,2,3,2,75.0,11,290000
1319,1,94.5,2,0,4,74.0,20,205000
1320,0,93.9,2,0,13,76.9,21,300000
1321,0,81.0,2,0,7,77.8,16,280000
1322,0,90.17,2,0,3,67.75,14,250000
1323,1,75.0,2,0,8,62.0,23,195000
1324,1,69.6,2,2,4,73.0,6,200000
1325,1,86.33,2,0,13,66.93,14,360000
1326,1,80.0,2,0,8,64.8,20,240000
1327,1,82.0,2,0,5,82.1,25,125000
1328,1,75.0,2,0,9,76.0,0,405000
1329,1,59.0,2,0,9,57.0,11,255000
1330,1,51.0,2,0,8,60.19,11,150000
1331,1,66.77,2,0,8,69.1,18,100000
1332,1,78.25,2,0,8,69.0,20,250000
1333,1,77.0,2,0,13,55.0,0,240000
1334,1,72.0,2,0,5,75.1,25,300000
1335,0,61.0,2,0,3,70.0,7,300000
1336,1,84.0,2,0,8,72.0,11,240000
1337,1,76.8,2,0,4,74.21,18,390000
1338,1,92.0,2,0,8,76.4,4,705000
1339,1,86.9,2,0,13,78.53,0,620000
1340,1,65.8,2,0,3,73.5,13,345000
1341,0,67.7,2,0,8,73.92,23,330000
1342,0,74.0,2,0,8,86.0,17,240000
1343,1,86.4,1,0,8,67.23,7,400000
1344,1,90.2,2,0,8,84.3,21,335000
1345,0,75.85,2,0,8,73.9,13,325000
1346,1,63.0,2,0,15,62.9,23,120000
1347,1,77.8,1,0,4,75.0,4,925000
1348,1,55.4,2,3,2,64.15,24,280000
1349,1,78.13,2,0,3,55.7,14,500000
1350,1,75.5,2,0,7,76.5,11,620000
1351,1,80.0,2,0,8,70.0,11,320000
1352,0,74.0,2,0,7,72.0,14,400000
1353,1,81.2,2,0,8,71.0,20,505000
1354,0,93.0,2,0,13,76.12,21,500000
1355,1,94.4,2,0,8,76.12,0,455000
1356,1,70.0,2,0,13,68.0,23,330000
1357,0,80.0,2,0,7,77.0,13,325000
1358,1,74.0,2,0,13,73.36,23,405000
1359,0,65.5,2,0,8,59.94,23,200000
1360,1,70.14,2,0,13,76.0,25,120000
1361,1,54.0,2,3,2,67.05,17,100000
1362,1,66.66,2,0,3,59.0,23,440000
1363,1,85.0,2,0,7,58.0,14,200000
1364,1,75.0,2,0,13,67.63,13,140000
1365,1,77.0,2,0,13,77.6,25,415000
1366,1,78.8,1,0,3,75.0,4,400000
1367,1,65.6,1,0,16,79.8,13,300000
1368,0,88.0,2,0,3,81.9,10,800000
1369,0,63.0,2,3,2,73.6,4,200000
1370,1,74.0,2,0,4,72.0,20,240000
1371,1,66.0,2,0,16,65.0,23,180000
1372,1,82.4,2,0,4,74.14,23,300000
1373,1,78.0,1,0,3,54.0,14,325000
1374,1,73.2,2,0,13,64.3,18,210000
1375,1,66.0,2,3,2,70.0,23,180000
1376,0,70.0,2,0,3,72.0,23,210000
1377,1,73.4,2,0,4,79.7,23,120000
1378,1,72.33,2,0,7,60.0,14,410000
1379,1,62.0,2,0,3,75.0,20,470000
1380,1,66.0,2,3,2,52.0,14,180000
1381,1,92.2,2,0,8,72.85,21,180000
1382,0,90.4,1,0,8,86.6,12,335000
1383,1,72.0,2,0,9,65.0,20,110000
1384,1,83.4,2,0,13,76.58,23,480000
1385,1,56.0,2,0,9,60.8,23,290000
1386,1,68.89,2,3,2,76.2,13,445000
1387,1,84.0,2,0,8,74.0,20,200000
1388,1,65.8,2,0,8,65.23,23,105000
1389,1,87.7,2,0,13,61.0,0,205000
1390,0,81.6,1,0,2,75.2,17,180000
1391,1,79.0,2,0,8,86.7,16,325000
1392,0,61.4,2,0,0,70.86,23,145000
1393,0,71.8,2,0,4,74.38,13,300000
1394,1,68.0,2,0,9,74.0,23,300000
1395,1,66.0,2,0,4,63.74,23,320000
1396,1,63.6,2,0,8,58.0,23,180000
1397,1,87.3,2,0,13,64.7,0,120000
1398,0,78.8,2,0,7,72.8,11,240000
1399,0,92.0,2,0,8,80.0,20,300000
1400,0,68.0,2,0,8,71.0,13,225000
1401,0,75.6,2,0,3,73.86,23,360000
1402,1,86.6,2,0,3,67.8,23,420000
1403,1,77.4,2,0,9,77.0,11,400000
1404,1,61.0,2,0,8,66.5,11,300000
1406,1,67.2,2,0,4,67.3,18,275000
1407,0,89.0,1,0,6,80.0,21,315000
1408,1,60.0,2,3,2,88.9,10,820000
1409,0,73.0,2,0,13,75.9,18,300000
1410,0,70.0,2,0,8,69.34,12,85000
1411,0,60.0,2,0,4,71.65,7,125000
1412,1,96.5,2,0,8,71.46,0,430000
1413,1,60.05,2,0,8,61.95,11,500000
1414,1,91.0,2,0,9,89.0,16,325000
1415,1,47.6,2,3,2,58.25,17,145000
1416,1,93.8,2,0,4,73.7,0,410000
1417,0,69.0,2,0,13,75.0,16,300000
1418,1,66.2,2,0,9,68.6,23,165000
1419,1,90.0,2,0,8,63.29,21,330000
1420,1,80.9,2,0,8,65.0,21,180000
1421,1,93.9,2,0,4,73.31,21,360000
1422,1,83.7,2,0,3,74.9,13,600000
1423,1,65.33,2,0,3,68.5,25,285000
1424,0,69.9,2,3,2,76.0,20,375000
1425,1,56.6,2,0,11,63.24,23,195000
1426,0,93.8,2,0,8,82.0,0,340000
1427,1,90.0,2,0,15,78.0,10,600000
1428,0,74.0,2,0,3,74.0,18,545000
1429,1,62.8,2,0,8,60.4,24,245000
1430,0,57.0,2,3,2,73.0,4,270000
1431,1,81.0,2,0,3,80.3,23,410000
1432,0,85.4,2,0,13,77.0,20,325000
1433,1,69.4,2,0,13,64.3,23,320000
1434,0,64.0,2,3,2,64.0,14,240000
1435,1,85.0,2,0,3,77.0,20,410000
1436,1,79.4,2,0,13,70.0,7,390000
1437,0,82.56,2,0,8,73.0,20,120000
1438,1,76.6,1,0,4,67.0,3,200000
1439,1,54.83,2,3,2,80.9,14,325000
1440,1,88.8,1,0,4,84.0,4,350000
1441,1,84.75,2,0,9,80.0,20,505000
1442,1,91.0,2,0,8,72.55,14,585000
1443,1,71.8,2,0,4,81.0,25,320000
1444,1,91.9,2,0,7,70.56,20,180000
1445,0,78.0,2,0,8,71.0,17,180000
1446,1,63.6,2,0,13,71.0,24,350000
1447,1,69.0,2,0,8,67.8,23,310000
1448,1,95.9,2,0,13,81.2,0,620000
1449,1,89.58,2,0,11,72.03,14,400000
1450,1,86.8,2,0,4,82.4,4,590000
1451,1,60.4,2,0,13,65.0,23,175000
1452,1,91.4,2,0,3,80.5,21,430000
1453,0,81.0,2,0,8,82.6,8,300000
1454,0,63.5,2,0,8,74.0,16,250000
1455,1,78.34,2,0,8,79.23,20,200000
1456,1,63.0,2,0,3,63.0,16,500000
1457,0,62.33,1,0,4,71.25,4,145000
1458,0,74.0,2,0,4,80.7,17,240000
1459,1,60.6,2,0,16,66.0,23,660000
1460,0,85.36,2,0,3,69.0,14,3500000
1461,1,75.0,2,2,16,87.5,21,130000
1462,1,73.0,2,0,8,78.0,25,120000
1463,1,80.0,2,3,2,69.58,0,120000
1464,1,75.0,2,0,15,70.0,7,400000
1465,1,88.75,2,0,13,72.0,20,325000
1466,1,74.8,2,0,8,64.8,23,325000
1467,0,52.0,2,3,2,75.0,20,180000
1468,1,81.8,2,0,3,70.0,7,720000
1469,1,65.2,2,0,4,76.0,17,450000
1470,1,66.2,2,0,4,64.11,11,150000
1471,0,61.0,2,0,7,73.95,25,155000
1472,1,77.8,1,0,16,62.4,17,400000
1473,1,76.0,2,0,3,79.6,16,460000
1474,1,62.0,2,3,2,85.0,16,530000
1475,1,85.2,2,0,5,72.63,18,325000
1476,1,81.1,2,0,13,78.16,0,105000
1477,1,79.67,2,0,15,69.46,14,240000
1478,1,94.2,2,0,8,79.51,21,425000
1479,1,80.0,2,0,15,71.9,23,535000
1480,1,77.6,2,0,9,76.22,4,350000
1481,1,68.0,2,0,8,63.0,11,180000
1482,1,61.6,2,0,9,68.1,25,100000
1483,0,92.4,2,0,8,86.7,20,360000
1484,1,60.0,2,0,8,56.0,11,250000
1485,1,64.4,2,0,13,76.3,25,220000
1486,0,63.6,2,0,4,65.0,16,85000
1487,1,60.0,2,0,8,66.0,23,325000
1488,0,90.7,2,0,8,71.65,21,175000
1489,1,75.25,2,0,13,70.56,20,200000
1490,0,89.0,2,0,4,64.08,17,305000
1491,1,85.6,2,0,8,89.0,17,400000
1492,1,67.6,2,0,4,63.99,17,225000
1493,1,64.0,2,0,13,67.3,23,300000
1494,0,84.0,2,3,2,78.0,23,460000
1495,1,74.8,2,0,13,69.51,13,300000
1496,0,83.2,2,0,8,73.0,20,340000
1497,0,60.0,2,0,4,72.5,23,300000
1498,1,72.0,2,0,4,61.0,23,300000
1499,0,81.7,2,0,4,66.07,0,300000
1500,0,62.6,2,0,5,76.25,13,215000
1501,1,92.5,2,0,9,82.0,0,400000
1502,1,72.0,2,0,8,61.0,7,180000
1503,1,78.0,2,0,7,80.0,16,470000
1504,0,90.0,2,0,4,79.0,21,300000
1505,1,73.8,2,0,15,69.75,17,225000
1506,1,83.8,2,0,13,71.4,13,505000
1507,1,87.0,1,0,8,87.8,11,450000
1508,0,89.67,2,0,8,71.3,14,390000
1509,1,46.0,2,3,2,64.56,11,105000
1510,1,49.5,2,0,8,54.0,6,150000
1511,1,55.6,2,0,4,60.64,23,120000
1512,1,65.0,2,0,3,68.0,11,330000
1513,1,84.28,2,0,3,62.0,11,320000
1514,1,80.0,2,0,13,62.9,23,100000
1515,1,63.8,1,3,2,67.0,11,120000
1516,0,86.8,2,0,8,74.94,21,325000
1517,0,71.3,2,2,3,79.7,6,400000
1518,1,62.7,2,0,15,71.2,16,440000
1519,1,69.0,2,0,13,65.5,23,180000
1520,1,80.5,2,0,13,58.61,14,350000
1522,0,66.0,2,0,4,61.25,0,180000
1523,1,94.5,2,0,8,72.0,21,325000
1524,1,70.0,1,0,3,59.0,17,300000
1525,1,72.6,2,0,8,65.0,7,350000
1526,1,76.0,2,3,2,70.0,20,380000
1527,0,80.25,1,0,8,70.12,7,420000
1528,0,59.0,2,0,13,68.0,18,225000
1529,0,76.0,2,3,2,81.0,21,235000
1530,1,69.6,2,0,8,69.5,23,145000
1531,1,88.88,2,0,5,75.1,20,240000
1532,0,66.6,2,0,4,70.41,13,240000
1533,0,93.1,2,0,3,70.0,21,325000
1534,1,52.0,2,0,5,64.0,23,180000
1535,1,58.0,2,0,13,68.0,10,90000
1536,1,86.5,2,0,3,79.2,11,630000
1537,1,72.0,2,0,8,62.0,7,145000
1538,0,87.0,2,0,4,75.3,24,350000
1539,1,63.0,2,0,13,65.67,23,430000
1540,0,54.0,1,0,16,65.9,13,435000
1541,1,74.0,2,0,7,64.0,14,150000
1542,1,64.0,2,0,4,61.12,23,150000
1543,0,84.7,2,0,13,76.67,21,300000
1544,0,60.2,2,0,4,76.0,25,275000
1545,0,67.4,2,0,8,72.0,7,300000
1546,1,68.0,2,0,4,80.0,24,100000
1547,1,76.0,2,0,8,76.5,17,500000
1548,1,79.0,2,0,6,78.5,20,190000
1549,0,79.8,2,0,9,80.0,23,350000
1550,1,84.0,2,0,8,64.0,12,65000
1551,1,76.0,2,0,4,63.0,23,300000
1552,1,74.4,2,0,13,76.09,13,475000
1553,1,69.0,2,0,3,69.0,18,300000
1554,1,87.17,2,0,8,64.6,20,355000
1555,1,70.2,2,0,3,65.14,23,60000
1556,1,71.0,2,0,4,55.0,11,300000
1557,0,62.16,2,3,2,75.67,11,160000
1558,0,91.0,2,0,8,77.0,23,320000
1559,1,83.9,2,0,8,68.0,21,105000
1560,1,97.5,2,0,3,78.0,21,500000
1561,1,95.9,2,0,8,76.4,0,325000
1562,1,59.16,2,0,13,68.22,11,445000
1563,1,94.17,2,0,9,75.46,20,210000
1564,1,69.07,2,0,9,58.0,21,165000
1565,1,77.2,2,0,8,74.9,18,300000
1566,1,78.5,2,0,8,61.0,21,300000
1567,0,73.3,2,0,3,69.2,11,200000
1568,0,79.0,2,0,4,74.0,21,300000
1569,1,81.12,2,0,16,64.61,14,240000
1570,1,73.4,2,0,8,75.8,4,340000
1571,1,84.0,2,0,4,72.26,11,325000
1572,1,65.6,2,3,2,69.71,17,440000
1573,1,91.5,2,0,4,71.52,21,305000
1574,1,50.0,2,0,10,66.0,20,150000
1575,1,90.9,2,0,8,82.2,0,420000
1576,1,93.7,2,0,8,74.64,0,240000
1577,1,64.0,2,0,8,63.81,23,450000
1578,1,90.2,1,0,13,76.1,4,350000
1579,0,79.33,2,0,13,68.24,14,325000
1580,0,73.0,2,0,13,76.1,18,500000
1581,0,68.83,2,0,3,69.1,23,465000
1582,1,77.0,2,0,4,76.0,18,350000
1583,0,92.1,2,0,3,80.0,0,515000
1584,1,67.0,2,0,5,59.8,14,150000
1585,0,77.4,2,0,8,60.87,14,390000
1586,1,78.16,2,0,4,67.66,23,260000
1587,0,62.83,2,0,3,55.7,11,260000
1588,1,80.5,2,3,2,78.0,0,310000
1589,1,63.0,2,0,13,67.0,23,105000
1590,1,54.0,2,0,1,79.0,16,800000
1591,1,78.8,2,0,6,78.0,25,440000
1592,0,94.4,1,0,14,76.5,4,625000
1593,0,89.8,2,0,13,75.8,21,450000
1594,1,92.3,2,0,16,90.0,11,275000
1595,1,72.0,2,0,3,55.0,14,315000
1596,1,82.8,1,0,16,78.1,16,375000
1597,1,78.2,1,0,8,75.57,4,325000
1598,1,85.0,1,0,8,69.0,4,300000
1599,0,88.0,2,0,13,72.72,14,400000
1600,1,83.1,2,0,4,67.87,21,155000
1601,1,72.0,2,0,13,80.0,23,300000
1602,1,54.14,2,3,2,74.2,11,145000
1603,0,79.0,2,0,13,75.0,17,350000
1604,1,77.0,1,2,4,83.0,11,400000
1605,0,90.91,2,0,1,71.66,20,150000
1606,1,75.2,2,0,3,61.0,20,200000
1607,0,85.0,2,0,13,81.0,24,325000
1608,1,79.9,2,0,3,74.0,20,225000
1609,1,85.2,1,0,8,78.59,4,350000
1610,1,83.6,1,0,3,77.0,18,495000
1611,0,84.0,2,0,8,75.0,20,200000
1612,1,93.3,2,0,4,65.5,21,390000
1613,1,64.0,2,0,4,70.9,23,325000
1614,1,90.7,2,0,13,68.47,0,650000
1615,1,83.0,2,0,8,76.44,23,300000
1616,1,76.33,2,0,16,76.7,25,300000
1617,1,81.0,2,0,6,71.72,23,320000
1618,1,78.3,2,0,8,66.87,21,220000
1619,1,74.5,2,0,9,60.0,0,185000
1620,1,92.0,2,0,13,76.47,21,240000
1621,1,70.0,2,0,4,72.0,20,200000
1622,1,61.0,2,0,13,67.5,13,80000
1623,1,82.6,2,0,13,66.39,21,415000
1624,1,67.8,2,0,8,68.06,23,160000
1625,1,72.0,2,0,4,57.34,17,120000
1626,1,80.83,2,0,4,67.6,11,475000
1627,1,94.7,2,0,9,77.5,21,175000
1628,1,53.55,2,0,13,57.0,11,455000
1629,0,72.0,2,0,7,76.0,16,225000
1630,0,72.8,2,0,3,66.7,23,310000
1631,1,90.0,2,0,3,87.6,11,800000
1632,1,96.0,2,0,13,74.5,21,280000
1633,1,82.6,2,0,15,77.0,13,460000
1634,1,60.17,2,0,8,71.3,13,315000
1635,1,81.2,2,0,15,75.0,14,350000
1636,0,56.17,2,0,4,60.78,11,200000
1637,0,74.8,2,0,12,76.2,11,370000
1638,1,72.0,2,0,4,72.0,24,200000
1639,1,65.0,2,0,8,72.12,23,200000
1640,0,74.6,2,0,4,76.0,16,325000
1641,1,52.0,2,0,13,60.64,23,160000
1642,1,64.83,2,0,4,63.65,23,235000
1643,0,79.0,2,0,13,73.0,21,340000
1644,1,91.5,2,2,8,88.2,20,335000
1645,0,75.16,2,0,6,77.0,11,305000
1646,1,62.5,2,3,2,75.83,11,120000
1647,1,66.0,2,0,4,61.75,23,120000
1648,1,82.6,2,0,15,70.0,17,180000
1649,1,76.0,2,0,13,76.5,23,370000
1650,1,95.2,2,0,8,76.0,21,190000
1651,1,73.0,2,0,3,71.7,23,305000
1652,1,95.7,1,0,15,82.09,21,450000
1653,1,78.0,2,0,8,75.0,25,345000
1654,1,90.1,2,0,3,74.5,21,335000
1655,1,66.4,2,0,3,76.56,23,480000
1656,1,93.6,1,0,15,72.3,17,600000
1657,1,80.0,1,0,8,79.42,4,325000
1658,1,59.2,2,0,9,67.9,23,180000
1659,1,89.4,2,0,9,77.85,21,325000
1660,1,72.0,2,0,8,69.8,23,220000
1661,1,76.6,2,0,4,84.0,16,375000
1662,1,81.0,2,0,4,81.0,20,300000
1663,1,79.6,2,0,10,65.3,23,180000
1664,1,72.0,2,0,16,75.0,25,220000
1665,0,88.0,2,0,4,70.12,0,300000
1666,1,81.26,2,0,4,67.54,23,225000
1667,0,82.7,2,0,9,88.6,16,650000
1668,1,59.6,2,0,9,61.51,6,120000
1669,1,65.2,2,0,10,72.5,13,180000
1670,1,77.0,2,0,13,81.6,16,445000
1671,1,70.2,2,0,4,73.04,23,420000
1672,1,59.0,2,3,2,73.0,17,280000
1673,0,60.0,2,0,4,67.38,23,220000
1674,1,64.6,2,0,9,79.6,11,300000
1675,1,79.8,2,0,5,71.31,25,370000
1676,1,59.4,2,0,13,60.0,7,150000
1677,1,68.2,2,0,7,65.8,14,300000
1678,1,74.8,2,0,15,70.0,16,390000
1679,1,77.0,2,0,8,66.46,11,145000
1680,1,63.0,2,0,5,79.9,25,180000
1681,1,66.0,2,0,4,68.58,23,240000
1682,0,81.0,2,0,16,77.0,21,180000
1683,0,68.7,2,0,8,77.7,21,120000
1684,1,49.0,2,3,2,78.0,13,185000
1685,1,78.0,2,0,8,73.0,20,400000
1686,1,71.6,2,0,8,73.0,23,315000
1687,1,67.0,2,0,8,77.0,25,265000
1688,1,59.9,2,0,13,63.0,23,120000
1689,1,68.0,2,0,13,68.0,24,475000
1690,1,63.83,2,0,13,76.44,16,360000
1691,1,65.83,2,0,12,72.73,11,420000
1692,0,82.0,2,0,4,73.0,7,200000
1693,1,84.53,2,0,3,63.0,14,555000
1694,1,91.0,2,0,3,72.23,21,615000
1695,1,68.69,2,0,15,65.66,18,450000
1696,1,85.4,2,0,5,75.6,25,320000
1697,1,87.4,2,0,4,69.31,0,350000
1698,1,65.66,1,2,3,77.5,23,550000
1699,0,65.0,2,0,3,72.0,18,360000
1700,0,82.8,2,0,8,79.0,21,200000
1701,1,78.0,2,0,13,70.0,23,120000
1702,0,91.7,2,0,8,79.75,21,335000
1703,1,85.0,2,0,4,66.5,0,130000
1704,1,76.0,2,0,4,76.0,25,320000
1705,0,78.0,1,0,9,74.0,4,400000
1706,0,86.67,2,0,14,77.55,20,150000
1707,1,61.2,2,0,14,67.34,23,220000
1708,1,76.66,2,0,9,76.5,21,180000
1709,0,86.0,2,0,4,83.0,11,310000
1710,0,61.0,2,0,13,75.0,21,325000
1711,1,74.8,2,0,8,78.16,13,360000
1712,0,80.5,2,0,8,70.0,23,325000
1713,1,61.33,2,3,2,70.05,14,425000
1714,1,68.2,2,0,11,67.08,23,180000
1715,0,86.7,2,0,13,80.0,25,320000
1716,1,59.0,2,0,9,71.0,24,180000
1717,1,87.0,2,0,3,77.4,7,605000
1718,0,73.6,2,0,9,67.6,13,410000
1719,1,82.3,2,0,3,75.5,4,430000
1720,1,77.1,2,0,4,74.78,21,145000
1721,1,58.0,2,0,4,64.0,14,180000
1722,1,72.48,2,0,3,59.7,18,240000
1723,0,80.6,2,0,3,81.76,23,800000
1724,1,68.0,2,0,8,69.0,20,175000
1725,1,75.6,2,0,7,68.0,14,360000
1726,1,59.0,2,0,3,65.7,11,470000
1727,1,75.2,2,0,8,66.61,23,650000
1728,1,86.3,2,0,4,71.0,21,325000
1729,0,69.0,2,0,8,78.0,24,300000
1730,1,66.4,1,3,2,69.56,4,330000
1731,1,64.0,2,0,8,65.0,23,200000
1732,1,60.0,2,0,4,85.0,23,210000
1733,1,66.4,2,0,8,62.6,11,240000
1734,0,79.0,2,0,13,68.0,20,170000
1735,1,76.6,2,0,4,71.3,23,350000
1736,1,70.2,2,0,4,78.0,25,600000
1737,1,60.0,2,0,3,65.6,13,350000
1738,1,67.0,2,0,4,71.18,3,300000
1739,0,96.4,2,0,4,80.36,0,275000
1740,0,50.0,2,0,8,75.84,7,400000
1741,1,79.0,2,0,13,83.01,25,315000
1742,1,47.83,2,3,2,78.83,11,300000
1743,1,84.0,2,0,8,61.0,20,200000
1744,1,82.4,2,0,8,78.4,13,180000
1745,1,81.33,2,0,9,90.0,20,400000
1746,1,70.0,2,0,13,65.0,23,210000
1747,1,97.4,2,0,8,75.0,21,380000
1748,1,69.0,2,0,8,67.4,7,200000
1749,1,65.2,1,0,4,61.2,16,330000
1750,1,46.33,2,0,15,65.0,11,180000
1751,1,95.0,2,0,8,72.38,0,345000
1752,1,60.0,2,0,8,74.0,23,350000
1753,1,62.4,1,0,3,72.91,4,475000
1754,1,70.8,2,0,14,88.9,16,335000
1755,0,76.6,2,0,4,86.0,17,260000
1756,1,89.7,2,0,4,74.3,21,335000
1757,1,68.6,2,0,0,70.46,11,100000
1758,1,77.6,2,0,4,78.3,7,230000
1759,1,67.1,2,0,8,70.8,17,340000
1760,1,80.4,2,0,3,61.54,12,180000
1761,1,78.2,2,0,8,69.8,7,420000
1762,0,70.08,2,0,8,70.34,23,150000
1763,1,93.6,2,3,2,77.0,0,480000
1764,1,78.2,2,2,3,78.2,0,380000
1765,1,65.0,2,0,13,65.0,18,150000
1766,1,73.0,2,0,11,69.84,14,310000
1767,1,64.4,2,0,8,67.8,13,180000
1768,1,76.3,2,0,5,78.0,25,260000
1769,1,61.0,2,0,3,55.0,17,240000
1770,0,70.0,2,0,4,79.0,23,200000
1771,1,73.2,2,0,5,69.0,25,120000
1772,0,65.54,2,0,3,57.66,11,530000
1773,1,77.77,1,0,4,64.1,1,350000
1774,1,75.0,2,0,3,68.9,22,120000
1775,1,73.6,2,0,5,64.0,13,120000
1776,1,88.33,2,0,13,74.28,14,430000
1777,0,67.0,2,0,10,75.3,25,85000
1778,1,73.6,2,0,4,67.5,11,325000
1779,0,77.0,2,0,16,91.2,0,400000
1780,1,87.83,2,0,4,81.0,20,180000
1781,1,93.4,2,0,8,81.2,18,325000
1782,0,92.8,2,0,4,69.25,21,210000
1783,1,65.2,2,0,4,68.96,23,315000
1784,0,58.5,2,0,13,75.0,16,200000
1785,1,52.5,2,3,2,72.8,23,200000
1786,1,86.0,2,0,3,76.05,17,305000
1787,1,81.4,1,0,8,80.22,4,350000
